"","AGE","MARSTAT","CLASS","SEX","HHINCOME","RACE","RELIGION","HAPPY"
"4526","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,25
"4527","Under30","SINGLE","Manual labour","Women",4,"white",0,23
"4528","30to64","SINGLE","Routine nonmanual","Women",6,"white",0,21
"4529","Under30","SINGLE","Manual labour","Men",6,"white",0,25
"4530","65plus","MARRIED","Self employed","Men",6,"white",0,24
"4531","Under30","MARRIED","Manual labour","Men",4,"white",0,19
"4532","30to64","MARRIED","Manual labour","Men",8,"white",1,21
"4533","30to64","SINGLE","Routine nonmanual","Women",3,"white",0,23
"4534","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"4535","30to64","WIDOWED","Manual labour","Men",2,"white",0,24
"4536","30to64","MARRIED","Routine nonmanual","Men",8,"white",0,23
"4537","30to64","SEPARATED OR DIVORCED","Manual labour","Women",4,"white",0,23
"4538","30to64","MARRIED","Routine nonmanual","Women",10,"white",0,28
"4539","30to64","MARRIED","Upper salariat","Men",8,"white",0,30
"4540","30to64","MARRIED","Upper salariat","Men",9,"white",0,23
"4541","30to64","MARRIED","Lower salariat","Men",9,"white",0,30
"4542","Under30","MARRIED","Manual labour","Men",6,"white",1,25
"4543","30to64","SINGLE","Lower salariat","Women",5,"white",0,15
"4544","30to64","MARRIED","Manual labour","Men",9,"white",0,23
"4545","30to64","MARRIED","Upper salariat","Women",9,"white",0,24
"4546","30to64","WIDOWED","Routine nonmanual","Women",5,"white",0,23
"4547","65plus","WIDOWED","Routine nonmanual","Women",5,"white",0,25
"4548","30to64","MARRIED","Lower salariat","Men",8,"white",0,21
"4549","30to64","MARRIED","Manual labour","Men",8,"white",0,21
"4550","Under30","MARRIED","Lower salariat","Women",6,"white",1,26
"4551","65plus","WIDOWED","Manual labour","Women",4,"white",0,20
"4552","30to64","SEPARATED OR DIVORCED","Manual labour","Men",5,"white",0,30
"4553","30to64","MARRIED","Upper salariat","Women",8,"white",1,25
"4554","65plus","WIDOWED","Lower salariat","Women",8,"white",0,25
"4555","65plus","SINGLE","Routine nonmanual","Women",4,"white",0,25
"4556","65plus","WIDOWED","Manual labour","Women",3,"white",0,23
"4557","65plus","WIDOWED","Lower salariat","Women",4,"white",0,27
"4558","65plus","SEPARATED OR DIVORCED","Lower salariat","Men",4,"white",0,13
"4559","65plus","MARRIED","Manual labour","Men",5,"white",0,21
"4560","65plus","MARRIED","Manual labour","Men",4,"white",0,24
"4561","30to64","SEPARATED OR DIVORCED","Manual labour","Men",3,"white",0,20
"4562","30to64","WIDOWED","Routine nonmanual","Women",4,"white",0,25
"4563","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",6,"white",0,23
"4564","65plus","MARRIED","Routine nonmanual","Women",7,"white",0,25
"4565","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",5,"white",0,29
"4566","30to64","MARRIED","Self employed","Men",10,"white",0,24
"4567","Under30","MARRIED","Lower salariat","Men",7,"white",0,26
"4568","30to64","SINGLE","Manual labour","Men",6,"white",0,19
"4569","65plus","MARRIED","Manual labour","Men",5,"white",0,24
"4570","65plus","WIDOWED","Manual labour","Women",6,"white",0,24
"4571","65plus","MARRIED","Manual labour","Men",5,"white",0,23
"4572","65plus","SINGLE","Lower salariat","Women",8,"white",0,20
"4573","65plus","MARRIED","Manual labour","Men",6,"white",0,23
"4574","Under30","MARRIED","Lower salariat","Men",8,"white",0,25
"4575","30to64","MARRIED","Lower salariat","Women",5,"white",0,20
"4576","30to64","MARRIED","Manual labour","Men",8,"white",0,21
"4577","30to64","MARRIED","Manual labour","Men",6,"white",0,22
"4578","30to64","MARRIED","Manual labour","Men",6,"white",0,25
"4579","65plus","SEPARATED OR DIVORCED","Manual labour","Women",3,"white",0,25
"4580","65plus","MARRIED","Lower salariat","Men",6,"white",0,22
"4581","65plus","WIDOWED","Manual labour","Men",6,"white",0,25
"4582","65plus","WIDOWED","Routine nonmanual","Women",5,"white",0,26
"4583","65plus","WIDOWED","Routine nonmanual","Men",6,"white",0,20
"4584","30to64","SINGLE","Lower salariat","Women",7,"white",0,24
"4585","30to64","MARRIED","Lower salariat","Women",9,"white",0,24
"4586","Under30","SINGLE","Manual labour","Men",8,"white",1,25
"4587","Under30","MARRIED","Upper salariat","Men",8,"Nonwhite",1,23
"4588","Under30","MARRIED","Lower salariat","Women",3,"white",0,30
"4589","30to64","MARRIED","Manual labour","Men",6,"white",0,23
"4590","30to64","SEPARATED OR DIVORCED","Manual labour","Men",4,"white",0,25
"4591","30to64","MARRIED","Routine nonmanual","Men",9,"white",0,25
"4592","30to64","MARRIED","Routine nonmanual","Women",5,"white",0,20
"4593","30to64","MARRIED","Manual labour","Men",9,"white",0,27
"4594","Under30","MARRIED","Routine nonmanual","Women",9,"white",0,25
"4595","30to64","MARRIED","Manual labour","Men",5,"white",0,25
"4596","30to64","MARRIED","Upper salariat","Women",8,"white",0,24
"4597","30to64","SEPARATED OR DIVORCED","Manual labour","Women",3,"white",0,23
"4598","65plus","WIDOWED","Self employed","Women",4,"white",0,25
"4599","65plus","WIDOWED","Routine nonmanual","Women",6,"white",0,24
"4600","65plus","WIDOWED","Lower salariat","Women",5,"white",0,28
"4601","65plus","MARRIED","Self employed","Men",4,"white",0,22
"4602","30to64","MARRIED","Lower salariat","Women",7,"white",0,28
"4603","30to64","MARRIED","Upper salariat","Women",5,"white",0,27
"4604","Under30","MARRIED","Manual labour","Men",6,"white",0,21
"4605","30to64","MARRIED","Manual labour","Men",7,"white",0,24
"4606","30to64","MARRIED","Manual labour","Women",8,"white",0,21
"4607","30to64","SEPARATED OR DIVORCED","Manual labour","Women",4,"white",0,24
"4608","30to64","MARRIED","Manual labour","Men",7,"white",0,24
"4609","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,20
"4610","30to64","MARRIED","Self employed","Men",8,"white",0,29
"4611","30to64","MARRIED","Manual labour","Men",6,"white",0,24
"4612","30to64","WIDOWED","Upper salariat","Men",9,"white",0,24
"4613","65plus","MARRIED","Lower salariat","Men",5,"white",0,24
"4614","30to64","SINGLE","Upper salariat","Men",10,"white",0,25
"4615","30to64","SINGLE","Upper salariat","Women",8,"white",0,21
"4616","30to64","MARRIED","Routine nonmanual","Men",9,"white",1,23
"4617","Under30","SINGLE","Lower salariat","Women",6,"white",0,29
"4618","65plus","SINGLE","Upper salariat","Women",7,"white",0,24
"4619","65plus","MARRIED","Upper salariat","Men",9,"white",1,25
"4620","65plus","MARRIED","Manual labour","Men",6,"white",0,23
"4621","65plus","MARRIED","Manual labour","Men",6,"white",0,24
"4622","65plus","MARRIED","Self employed","Men",5,"white",0,20
"4623","30to64","WIDOWED","Manual labour","Women",3,"white",0,17
"4624","65plus","MARRIED","Manual labour","Men",5,"white",0,20
"4625","30to64","SEPARATED OR DIVORCED","Manual labour","Men",6,"white",0,23
"4626","65plus","WIDOWED","Manual labour","Men",4,"white",0,20
"4627","30to64","MARRIED","Manual labour","Women",7,"white",0,20
"4628","65plus","SINGLE","Routine nonmanual","Men",8,"white",0,24
"4629","30to64","MARRIED","Manual labour","Men",6,"white",0,24
"4630","30to64","MARRIED","Routine nonmanual","Men",10,"white",1,23
"4631","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,24
"4632","Under30","SINGLE","Self employed","Men",7,"white",0,27
"4633","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,24
"4634","Under30","MARRIED","Manual labour","Men",9,"white",1,20
"4635","Under30","MARRIED","Manual labour","Men",7,"white",0,29
"4636","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,25
"4637","30to64","MARRIED","Manual labour","Men",7,"white",0,22
"4638","65plus","WIDOWED","Lower salariat","Women",6,"white",0,24
"4639","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,26
"4640","Under30","SINGLE","Manual labour","Men",7,"white",0,24
"4641","30to64","MARRIED","Lower salariat","Men",5,"Nonwhite",1,17
"4642","30to64","SINGLE","Manual labour","Men",7,"white",0,19
"4643","30to64","SEPARATED OR DIVORCED","Upper salariat","Men",8,"white",1,26
"4644","30to64","MARRIED","Manual labour","Men",9,"white",0,28
"4645","30to64","MARRIED","Manual labour","Men",8,"white",0,26
"4646","65plus","SEPARATED OR DIVORCED","Manual labour","Women",4,"white",0,22
"4647","30to64","MARRIED","Manual labour","Men",5,"white",0,16
"4648","65plus","MARRIED","Manual labour","Men",6,"white",0,23
"4649","30to64","MARRIED","Lower salariat","Men",8,"white",0,26
"4650","Under30","SINGLE","Lower salariat","Men",3,"white",0,28
"4651","30to64","SEPARATED OR DIVORCED","Manual labour","Men",6,"white",0,19
"4652","30to64","MARRIED","Routine nonmanual","Women",6,"white",1,26
"4653","65plus","WIDOWED","Lower salariat","Women",4,"white",0,24
"4654","Under30","SINGLE","Manual labour","Men",4,"white",0,27
"4655","30to64","SEPARATED OR DIVORCED","Upper salariat","Women",5,"white",0,23
"4656","30to64","MARRIED","Routine nonmanual","Women",10,"white",0,24
"4657","30to64","SEPARATED OR DIVORCED","Manual labour","Women",4,"white",1,23
"4658","Under30","SINGLE","Manual labour","Men",8,"white",1,26
"4659","30to64","MARRIED","Routine nonmanual","Women",9,"white",0,30
"4660","30to64","SEPARATED OR DIVORCED","Manual labour","Men",7,"white",1,23
"4661","Under30","MARRIED","Lower salariat","Women",8,"white",0,27
"4662","30to64","WIDOWED","Routine nonmanual","Men",8,"white",0,28
"4663","Under30","MARRIED","Lower salariat","Women",8,"white",0,24
"4664","30to64","MARRIED","Manual labour","Men",9,"white",0,28
"4665","30to64","MARRIED","Manual labour","Men",6,"white",0,23
"4666","30to64","MARRIED","Manual labour","Men",3,"white",0,26
"4667","Under30","SINGLE","Manual labour","Men",6,"white",0,23
"4668","Under30","SINGLE","Manual labour","Men",10,"white",0,26
"4669","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",7,"white",0,21
"4670","30to64","SEPARATED OR DIVORCED","Lower salariat","Men",8,"white",0,25
"4671","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",8,"white",0,24
"4672","30to64","SINGLE","Upper salariat","Women",8,"white",0,24
"4673","30to64","MARRIED","Upper salariat","Men",10,"white",0,22
"4674","30to64","MARRIED","Routine nonmanual","Men",7,"white",0,24
"4675","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,24
"4676","30to64","MARRIED","Manual labour","Men",7,"white",0,22
"4677","30to64","MARRIED","Lower salariat","Women",8,"white",0,25
"4678","30to64","MARRIED","Manual labour","Men",6,"white",0,24
"4679","Under30","MARRIED","Manual labour","Men",7,"white",1,24
"4680","30to64","MARRIED","Manual labour","Men",9,"white",0,29
"4681","Under30","MARRIED","Manual labour","Men",7,"white",1,28
"4682","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,26
"4683","30to64","SINGLE","Lower salariat","Women",6,"white",1,18
"4684","Under30","MARRIED","Manual labour","Men",9,"white",0,22
"4685","Under30","SINGLE","Manual labour","Men",6,"white",0,21
"4686","30to64","MARRIED","Routine nonmanual","Women",8,"white",1,28
"4687","Under30","MARRIED","Upper salariat","Men",9,"white",1,24
"4688","30to64","MARRIED","Manual labour","Men",8,"white",0,17
"4689","30to64","MARRIED","Manual labour","Women",8,"white",0,24
"4690","65plus","SEPARATED OR DIVORCED","Self employed","Men",10,"white",0,25
"4691","30to64","SEPARATED OR DIVORCED","Lower salariat","Men",8,"white",0,25
"4692","30to64","SINGLE","Lower salariat","Men",5,"white",0,25
"4693","30to64","MARRIED","Lower salariat","Women",9,"white",0,24
"4694","30to64","MARRIED","Manual labour","Men",8,"white",1,29
"4695","30to64","SINGLE","Lower salariat","Women",6,"white",0,26
"4696","30to64","MARRIED","Routine nonmanual","Men",9,"white",1,28
"4697","30to64","MARRIED","Lower salariat","Women",10,"white",0,22
"4698","65plus","WIDOWED","Lower salariat","Women",5,"white",0,23
"4699","30to64","WIDOWED","Routine nonmanual","Women",5,"white",0,10
"4700","Under30","MARRIED","Lower salariat","Women",5,"white",0,24
"4701","30to64","MARRIED","Manual labour","Men",8,"white",0,23
"4702","Under30","MARRIED","Routine nonmanual","Women",8,"white",1,20
"4703","30to64","SEPARATED OR DIVORCED","Manual labour","Women",7,"white",1,22
"4704","30to64","SINGLE","Lower salariat","Men",5,"white",0,26
"4705","Under30","SINGLE","Manual labour","Men",6,"white",1,30
"4706","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",7,"white",0,19
"4707","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",5,"white",0,20
"4708","65plus","MARRIED","Manual labour","Men",6,"white",0,22
"4709","30to64","MARRIED","Manual labour","Men",6,"white",0,24
"4710","30to64","MARRIED","Routine nonmanual","Women",6,"white",0,25
"4711","Under30","MARRIED","Manual labour","Men",5,"white",0,27
"4712","65plus","MARRIED","Lower salariat","Men",8,"white",0,21
"4713","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,25
"4714","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,25
"4715","65plus","MARRIED","Manual labour","Women",6,"white",0,23
"4716","30to64","MARRIED","Lower salariat","Women",8,"white",0,25
"4717","30to64","SINGLE","Routine nonmanual","Women",7,"white",0,20
"4718","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",6,"white",0,26
"4719","30to64","MARRIED","Manual labour","Men",7,"white",0,24
"4720","30to64","MARRIED","Upper salariat","Men",9,"white",0,28
"4721","30to64","MARRIED","Lower salariat","Men",10,"white",0,26
"4722","Under30","MARRIED","Manual labour","Men",8,"white",0,27
"4723","30to64","MARRIED","Manual labour","Men",6,"white",0,22
"4724","30to64","MARRIED","Routine nonmanual","Women",8,"white",1,26
"4725","Under30","SINGLE","Routine nonmanual","Women",10,"white",0,26
"4726","30to64","MARRIED","Upper salariat","Women",9,"white",0,22
"4727","30to64","SINGLE","Lower salariat","Women",7,"white",0,25
"4728","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,25
"4729","30to64","MARRIED","Self employed","Men",7,"white",1,28
"4730","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"4731","30to64","MARRIED","Manual labour","Men",8,"white",0,28
"4732","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",9,"white",1,26
"4733","30to64","SINGLE","Lower salariat","Men",10,"white",0,29
"4734","Under30","SINGLE","Manual labour","Men",6,"white",0,20
"4735","65plus","SEPARATED OR DIVORCED","Manual labour","Men",6,"white",0,20
"4736","65plus","WIDOWED","Lower salariat","Women",4,"white",0,23
"4737","65plus","WIDOWED","Upper salariat","Women",8,"white",0,24
"4738","65plus","MARRIED","Manual labour","Men",5,"white",0,20
"4739","30to64","MARRIED","Upper salariat","Men",10,"white",0,27
"4740","30to64","MARRIED","Upper salariat","Women",9,"white",1,22
"4741","65plus","SEPARATED OR DIVORCED","Lower salariat","Men",7,"white",0,26
"4742","65plus","MARRIED","Manual labour","Men",5,"white",0,22
"4743","65plus","MARRIED","Manual labour","Men",4,"white",0,22
"4744","65plus","MARRIED","Manual labour","Men",6,"white",0,30
"4745","30to64","MARRIED","Lower salariat","Women",8,"white",0,27
"4746","Under30","MARRIED","Lower salariat","Men",10,"white",0,29
"4747","Under30","SINGLE","Upper salariat","Men",7,"white",1,24
"4748","65plus","WIDOWED","Routine nonmanual","Women",3,"white",0,24
"4749","30to64","MARRIED","Lower salariat","Men",6,"white",0,26
"4750","30to64","MARRIED","Manual labour","Men",6,"white",0,25
"4751","30to64","MARRIED","Manual labour","Men",8,"white",0,24
"4752","30to64","MARRIED","Manual labour","Men",7,"white",0,26
"4753","Under30","MARRIED","Manual labour","Men",6,"white",0,27
"4754","Under30","SEPARATED OR DIVORCED","Manual labour","Women",5,"white",1,18
"4755","30to64","SINGLE","Upper salariat","Women",8,"white",1,24
"4756","30to64","MARRIED","Manual labour","Men",6,"white",0,25
"4757","30to64","MARRIED","Lower salariat","Men",6,"white",0,29
"4758","65plus","MARRIED","Routine nonmanual","Women",6,"white",0,27
"4759","30to64","SEPARATED OR DIVORCED","Lower salariat","Men",5,"white",1,23
"4760","30to64","MARRIED","Lower salariat","Men",9,"white",0,23
"4761","Under30","SINGLE","Upper salariat","Men",7,"white",0,25
"4762","Under30","SINGLE","Routine nonmanual","Women",7,"white",0,24
"4763","30to64","MARRIED","Upper salariat","Men",9,"white",0,30
"4764","Under30","MARRIED","Manual labour","Men",6,"white",0,27
"4765","Under30","SINGLE","Manual labour","Men",6,"white",0,25
"4766","Under30","MARRIED","Routine nonmanual","Women",8,"white",0,25
"4767","30to64","MARRIED","Lower salariat","Men",7,"white",0,26
"4768","30to64","MARRIED","Upper salariat","Women",9,"white",0,25
"4769","Under30","SINGLE","Manual labour","Women",9,"white",0,23
"4770","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,29
"4771","Under30","SINGLE","Lower salariat","Men",3,"white",0,27
"4772","30to64","MARRIED","Lower salariat","Men",5,"white",0,21
"4773","30to64","MARRIED","Manual labour","Men",8,"white",0,26
"4774","30to64","MARRIED","Manual labour","Women",9,"white",1,19
"4775","Under30","SINGLE","Manual labour","Men",9,"white",0,25
"4776","65plus","MARRIED","Manual labour","Men",9,"white",0,26
"4777","30to64","WIDOWED","Manual labour","Women",4,"white",0,24
"4778","30to64","MARRIED","Lower salariat","Men",6,"white",0,23
"4779","30to64","MARRIED","Manual labour","Men",6,"white",0,13
"4780","65plus","MARRIED","Manual labour","Men",5,"white",1,21
"4781","65plus","WIDOWED","Manual labour","Women",5,"white",0,23
"4782","30to64","MARRIED","Manual labour","Men",5,"white",0,22
"4783","Under30","SINGLE","Manual labour","Men",9,"white",0,24
"4784","Under30","SINGLE","Routine nonmanual","Women",6,"white",0,23
"4785","30to64","MARRIED","Lower salariat","Women",8,"white",0,23
"4786","30to64","MARRIED","Routine nonmanual","Men",9,"white",0,21
"4787","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,26
"4788","30to64","MARRIED","Manual labour","Men",6,"white",0,28
"4789","30to64","MARRIED","Upper salariat","Men",8,"white",0,26
"4790","Under30","SINGLE","Lower salariat","Women",3,"white",0,16
"4791","30to64","MARRIED","Upper salariat","Men",9,"white",0,22
"4792","Under30","MARRIED","Lower salariat","Women",8,"white",0,28
"4793","Under30","SINGLE","Manual labour","Men",9,"white",0,28
"4794","30to64","MARRIED","Routine nonmanual","Men",10,"white",0,27
"4795","30to64","MARRIED","Manual labour","Men",6,"white",0,25
"4796","65plus","MARRIED","Upper salariat","Men",9,"white",0,29
"4797","30to64","MARRIED","Lower salariat","Women",8,"white",0,27
"4798","Under30","SINGLE","Upper salariat","Women",8,"white",0,21
"4799","30to64","MARRIED","Lower salariat","Women",9,"white",0,24
"4800","Under30","SINGLE","Manual labour","Women",6,"white",0,24
"4801","30to64","SEPARATED OR DIVORCED","Manual labour","Men",5,"white",0,23
"4802","30to64","SEPARATED OR DIVORCED","Manual labour","Women",8,"white",0,21
"4803","Under30","SINGLE","Lower salariat","Men",9,"white",0,28
"4804","65plus","MARRIED","Upper salariat","Men",8,"white",0,26
"4805","30to64","MARRIED","Upper salariat","Men",7,"white",1,22
"4806","30to64","SEPARATED OR DIVORCED","Manual labour","Men",9,"white",0,20
"4807","Under30","MARRIED","Routine nonmanual","Women",8,"white",0,25
"4808","30to64","MARRIED","Manual labour","Women",6,"white",0,23
"4809","65plus","WIDOWED","Manual labour","Men",4,"white",0,22
"4810","Under30","MARRIED","Manual labour","Men",5,"white",0,24
"4811","65plus","MARRIED","Upper salariat","Women",8,"white",0,26
"4812","65plus","WIDOWED","Upper salariat","Women",6,"white",0,23
"4813","30to64","MARRIED","Manual labour","Men",6,"white",0,23
"4814","30to64","MARRIED","Manual labour","Men",6,"white",0,26
"4815","30to64","MARRIED","Manual labour","Women",5,"white",0,26
"4816","30to64","MARRIED","Manual labour","Men",6,"white",0,24
"4817","65plus","MARRIED","Upper salariat","Men",6,"white",0,25
"4818","65plus","MARRIED","Manual labour","Men",3,"white",0,27
"4819","65plus","WIDOWED","Routine nonmanual","Women",3,"white",0,26
"4820","65plus","MARRIED","Upper salariat","Men",7,"white",0,24
"4821","30to64","MARRIED","Manual labour","Women",7,"white",0,23
"4822","30to64","WIDOWED","Manual labour","Women",3,"white",0,15
"4823","30to64","MARRIED","Upper salariat","Men",9,"white",0,28
"4824","30to64","MARRIED","Manual labour","Men",5,"white",0,26
"4825","Under30","SINGLE","Routine nonmanual","Women",7,"Nonwhite",1,23
"4826","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,26
"4827","30to64","MARRIED","Manual labour","Men",10,"Nonwhite",0,23
"4828","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,28
"4829","30to64","MARRIED","Lower salariat","Men",7,"white",0,24
"4830","30to64","SINGLE","Lower salariat","Women",7,"white",0,21
"4831","30to64","MARRIED","Upper salariat","Women",8,"white",0,27
"4832","Under30","MARRIED","Upper salariat","Women",6,"white",0,27
"4833","30to64","SINGLE","Lower salariat","Women",8,"white",0,25
"4834","30to64","MARRIED","Manual labour","Women",8,"white",0,25
"4835","30to64","MARRIED","Manual labour","Men",5,"white",0,22
"4836","30to64","SINGLE","Manual labour","Men",3,"white",0,16
"4837","30to64","MARRIED","Lower salariat","Men",8,"white",0,19
"4838","30to64","MARRIED","Manual labour","Men",10,"white",0,26
"4839","30to64","MARRIED","Lower salariat","Men",9,"white",0,25
"4840","Under30","SEPARATED OR DIVORCED","Manual labour","Men",6,"white",0,18
"4841","30to64","MARRIED","Lower salariat","Men",10,"white",0,25
"4842","30to64","MARRIED","Manual labour","Men",7,"white",0,25
"4843","Under30","MARRIED","Manual labour","Men",7,"white",0,20
"4844","65plus","WIDOWED","Manual labour","Women",4,"white",0,25
"4845","30to64","SINGLE","Manual labour","Men",3,"white",0,15
"4846","Under30","SINGLE","Manual labour","Men",8,"white",0,25
"4847","30to64","SINGLE","Lower salariat","Women",5,"white",0,25
"4848","Under30","SINGLE","Lower salariat","Women",3,"white",0,25
"4849","30to64","MARRIED","Routine nonmanual","Women",8,"white",1,25
"4850","65plus","MARRIED","Lower salariat","Women",5,"white",0,26
"4851","30to64","MARRIED","Manual labour","Men",6,"white",0,24
"4852","30to64","MARRIED","Manual labour","Men",7,"white",0,26
"4853","Under30","MARRIED","Manual labour","Men",5,"Nonwhite",1,26
"4854","30to64","SINGLE","Manual labour","Women",2,"white",0,24
"4855","65plus","MARRIED","Lower salariat","Men",5,"white",0,17
"4856","Under30","MARRIED","Manual labour","Women",9,"white",0,27
"4857","30to64","MARRIED","Self employed","Men",8,"white",0,28
"4858","30to64","MARRIED","Lower salariat","Men",6,"white",0,25
"4859","30to64","MARRIED","Upper salariat","Men",8,"white",0,27
"4860","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,25
"4861","65plus","WIDOWED","Lower salariat","Women",6,"white",1,26
"4862","30to64","SEPARATED OR DIVORCED","Lower salariat","Women",8,"white",0,23
"4863","30to64","MARRIED","Upper salariat","Men",10,"white",1,23
"4864","30to64","MARRIED","Manual labour","Men",10,"white",1,20
"4865","30to64","MARRIED","Lower salariat","Men",7,"white",1,25
"4866","65plus","MARRIED","Manual labour","Women",7,"white",0,25
"4867","30to64","MARRIED","Upper salariat","Women",6,"white",0,23
"4868","65plus","MARRIED","Lower salariat","Women",7,"white",0,30
"4869","30to64","MARRIED","Routine nonmanual","Women",5,"white",0,22
"4870","Under30","SEPARATED OR DIVORCED","Manual labour","Women",3,"white",0,29
"4871","30to64","SINGLE","Manual labour","Men",4,"Nonwhite",0,27
"4872","Under30","SINGLE","Manual labour","Men",5,"white",0,20
"4873","30to64","MARRIED","Lower salariat","Women",6,"white",0,25
"4874","30to64","MARRIED","Lower salariat","Women",9,"white",0,26
"4875","30to64","SEPARATED OR DIVORCED","Routine nonmanual","Women",4,"white",0,23
"4876","30to64","MARRIED","Lower salariat","Women",7,"white",1,27
"4877","65plus","SINGLE","Upper salariat","Women",7,"white",0,18
"4878","65plus","MARRIED","Manual labour","Women",5,"white",1,22
"4879","Under30","SEPARATED OR DIVORCED","Manual labour","Men",7,"white",0,21
"4880","30to64","SINGLE","Manual labour","Men",4,"white",0,23
"4881","65plus","SEPARATED OR DIVORCED","Manual labour","Men",5,"white",0,24
"4882","65plus","MARRIED","Lower salariat","Women",8,"white",0,26
"4883","30to64","WIDOWED","Lower salariat","Women",7,"white",1,23
"4884","Under30","SINGLE","Lower salariat","Women",9,"white",0,25
"4885","30to64","MARRIED","Routine nonmanual","Women",8,"white",0,20
"4886","Under30","SINGLE","Manual labour","Men",4,"white",1,25
"4887","30to64","MARRIED","Manual labour","Men",5,"white",0,21
"4888","65plus","WIDOWED","Manual labour","Women",3,"white",0,27
"4889","30to64","MARRIED","Lower salariat","Women",8,"white",0,22
"4890","30to64","MARRIED","Routine nonmanual","Men",9,"white",0,25
"4891","30to64","MARRIED","Lower salariat","Women",10,"white",0,30
"4892","30to64","SEPARATED OR DIVORCED","Manual labour","Men",9,"white",0,20
"4893","30to64","MARRIED","Lower salariat","Men",10,"white",0,26
"4894","30to64","MARRIED","Routine nonmanual","Men",5,"white",0,24
"4895","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,24
"4896","65plus","WIDOWED","Manual labour","Women",5,"white",0,24
"4897","30to64","MARRIED","Lower salariat","Women",8,"white",1,19
"4898","30to64","MARRIED","Manual labour","Men",10,"white",1,25
"4899","30to64","SEPARATED OR DIVORCED","Manual labour","Men",6,"white",0,22
"4900","30to64","MARRIED","Upper salariat","Women",10,"white",0,28
"4901","30to64","MARRIED","Lower salariat","Women",8,"white",0,26
"4902","30to64","MARRIED","Lower salariat","Women",7,"white",0,25
"4903","30to64","MARRIED","Self employed","Men",2,"white",0,25
"4904","30to64","SINGLE","Upper salariat","Women",6,"white",0,29
"4905","30to64","MARRIED","Routine nonmanual","Women",7,"white",0,20
"4906","Under30","MARRIED","Self employed","Men",8,"white",1,27
"4907","Under30","SINGLE","Upper salariat","Men",7,"white",1,22
"4908","Under30","SINGLE","Manual labour","Men",10,"white",1,25
"4909","30to64","SINGLE","Routine nonmanual","Women",7,"Nonwhite",1,22
"4910","65plus","MARRIED","Routine nonmanual","Women",8,"white",0,20
"4911","30to64","SINGLE","Routine nonmanual","Men",8,"white",0,30
"4912","30to64","SEPARATED OR DIVORCED","Manual labour","Men",6,"white",0,17
"4913","30to64","MARRIED","Manual labour","Men",8,"white",0,29
"4914","Under30","MARRIED","Manual labour","Men",8,"white",0,23
"4915","30to64","MARRIED","Manual labour","Men",5,"white",0,24
"4916","30to64","SEPARATED OR DIVORCED","Manual labour","Women",7,"white",0,25
"4917","Under30","MARRIED","Manual labour","Women",8,"white",0,21
"4918","30to64","SINGLE","Lower salariat","Men",3,"white",0,20
"4919","30to64","SINGLE","Lower salariat","Men",6,"white",0,21
"4920","Under30","MARRIED","Upper salariat","Women",7,"white",0,28
"4921","30to64","SEPARATED OR DIVORCED","Manual labour","Women",6,"white",1,28
"4922","65plus","WIDOWED","Routine nonmanual","Women",8,"white",0,27
"4923","65plus","MARRIED","Manual labour","Women",6,"white",0,26
"4924","Under30","MARRIED","Routine nonmanual","Women",6,"white",0,24
"4925","30to64","MARRIED","Lower salariat","Women",6,"white",0,26
"4926","30to64","MARRIED","Self employed","Men",10,"white",0,20
"4927","30to64","MARRIED","Self employed","Men",9,"white",0,23
"4928","Under30","MARRIED","Manual labour","Men",5,"white",1,21
"4929","Under30","MARRIED","Manual labour","Men",6,"white",0,22
"4930","30to64","MARRIED","Manual labour","Men",5,"white",0,22
"4931","30to64","MARRIED","Upper salariat","Women",4,"white",0,23
"4932","Under30","SINGLE","Manual labour","Men",7,"white",0,21
"4933","30to64","MARRIED","Routine nonmanual","Women",6,"Nonwhite",0,26
"4934","30to64","WIDOWED","Manual labour","Women",3,"white",0,19
